*type	project_id	*submitter_id	core_metadata_collections.submitter_id	*data_category	*data_format	*data_type	*experimental_strategy	*file_name	*file_size	*md5sum	consent_codes	object_id	rna_expression_workflows	state_comment
gene_expression	cancer_commons_program-demo_data_project	75420_clinical_58	submitter_222	Transcriptome Profiling	TXT	Exon Expression Quantification	Total RNA-Seq	fj5vbr8qfrm3.tsv	600142	3983ac6bd157b05f7feb21175910749d				
gene_expression	cancer_commons_program-demo_data_project	11210_clinical_30	submitter_223	Transcriptome Profiling	TSV	Isoform Expression Quantification	RNA-Seq	zfaobd46bn6j.tsv	292872	ad57bf1fed1eb97652eb84598358f86f				
gene_expression	cancer_commons_program-demo_data_project	66969_clinical_95	submitter_224	Transcriptome Profiling	TXT	Isoform Expression Quantification	RNA-Seq	kk06x1o6tepf.tsv	192463	c866f98dab81b45173259def3331e644				
gene_expression	cancer_commons_program-demo_data_project	36482_clinical_26	submitter_225	Transcriptome Profiling	TXT	Exon Expression Quantification	m6A MeRIP-Seq	afo1x5dwu05c.tsv	752781	1738a5acb9e7dbfa1995d84a2561511a				
gene_expression	cancer_commons_program-demo_data_project	20112_clinical_19	submitter_226	Transcriptome Profiling	TSV	Gene Expression Quantification	RNA-Seq	a4oskcqrkyae.tsv	1019999	e74b165699444687278a61a4ed2bca5b				
gene_expression	cancer_commons_program-demo_data_project	92565_clinical_17	submitter_227	Transcriptome Profiling	HDF5	Gene Expression Quantification	scRNA-Seq	qijt69d7f5ay.tsv	780526	444107b24d346e2dd51bcbef609ddb31				
gene_expression	cancer_commons_program-demo_data_project	21808_clinical_37	submitter_228	Transcriptome Profiling	TXT	Gene Expression Quantification	Total RNA-Seq	dm5ps1svc1dw.tsv	534400	59cd4c822b257d0ee2cc501315b5c819				
gene_expression	cancer_commons_program-demo_data_project	61498_clinical_86	submitter_229	Transcriptome Profiling	TSV	Exon Expression Quantification	RNA-Seq	0xds6wqdb0kf.tsv	630003	47daa102d518318f21b8b8a25215afc0				
gene_expression	cancer_commons_program-demo_data_project	49898_clinical_37	submitter_230	Transcriptome Profiling	HDF5	Exon Expression Quantification	Total RNA-Seq	r941sy7r9bag.tsv	650458	d314890130808156a4a994f0b5e4d3b3				
gene_expression	cancer_commons_program-demo_data_project	19429_clinical_25	submitter_231	Transcriptome Profiling	CSV	Gene Expression Quantification	Total RNA-Seq	8cvvz1i6i5yj.tsv	632567	a0172db126998ce3b8c2610cd5414900				
gene_expression	cancer_commons_program-demo_data_project	86576_clinical_80	submitter_232	Transcriptome Profiling	HDF5	Splice Junction Quantification	RNA-Seq	9kfn685by6dt.tsv	461302	6a067509dfa8d24fbc016f351f96bbd3				
gene_expression	cancer_commons_program-demo_data_project	50704_clinical_78	submitter_233	Transcriptome Profiling	TSV	Isoform Expression Quantification	RNA-Seq	t6wx50wc7grt.tsv	965191	0ae369f694acdd0420a7882905a48a61				
gene_expression	cancer_commons_program-demo_data_project	51797_clinical_43	submitter_234	Transcriptome Profiling	HDF5	Exon Expression Quantification	RNA-Seq	goivs6a20vme.tsv	122041	f1b1e28b57eb739a89428a62a2a2fa28				
gene_expression	cancer_commons_program-demo_data_project	26990_clinical_32	submitter_235	Transcriptome Profiling	MEX	Exon Expression Quantification	m6A MeRIP-Seq	ksfb90jwvvam.tsv	370259	433eaf9681dc61daaa83d3c25e6b4cec				
gene_expression	cancer_commons_program-demo_data_project	97947_clinical_35	submitter_236	Transcriptome Profiling	MEX	Gene Expression Quantification	scRNA-Seq	7guxxudjbz46.tsv	472695	41969d9482b9342b2a0b47a5d04b15c7				
gene_expression	cancer_commons_program-demo_data_project	18901_clinical_26	submitter_237	Transcriptome Profiling	CSV	Isoform Expression Quantification	RNA-Seq	zwjtua9qnkdt.tsv	717647	73cd363774d544bcd57577d815d322fa				
gene_expression	cancer_commons_program-demo_data_project	96916_clinical_21	submitter_238	Transcriptome Profiling	TSV	Exon Expression Quantification	RNA-Seq	c823d4x9p0zj.tsv	431363	1d28c244f5ba74d6b17f159b5bbf3f9f				
gene_expression	cancer_commons_program-demo_data_project	25792_clinical_68	submitter_239	Transcriptome Profiling	CSV	Gene Expression Quantification	scRNA-Seq	gsd757eygql3.tsv	653908	b11966f1539d5ae9bc98a823f302cd96				
gene_expression	cancer_commons_program-demo_data_project	60065_clinical_97	submitter_240	Transcriptome Profiling	MEX	Gene Expression Quantification	m6A MeRIP-Seq	k18afu3wwx9s.tsv	385520	95f136ac7953ff0f9e0b0f392c6fdf2a				
gene_expression	cancer_commons_program-demo_data_project	64253_clinical_32	submitter_241	Transcriptome Profiling	HDF5	Splice Junction Quantification	Total RNA-Seq	vxsnpzkifjri.tsv	739529	06419371047066ceb2bf63106faf1d11				
gene_expression	cancer_commons_program-demo_data_project	92271_clinical_18	submitter_242	Transcriptome Profiling	MEX	Splice Junction Quantification	Total RNA-Seq	u2qsq4ykavtf.tsv	577239	8ec6a851f3e57e259030e466557a0513				
gene_expression	cancer_commons_program-demo_data_project	66499_clinical_62	submitter_243	Transcriptome Profiling	CSV	Splice Junction Quantification	Total RNA-Seq	lvm5ksyirjt1.tsv	903805	815ee99a772a435ad07cd96080ebb338				
gene_expression	cancer_commons_program-demo_data_project	83146_clinical_12	submitter_244	Transcriptome Profiling	CSV	Gene Expression Quantification	m6A MeRIP-Seq	t8st3mtgszp0.tsv	105120	301f76e509351a0ab3ffad74e68a8bc5				
gene_expression	cancer_commons_program-demo_data_project	24461_clinical_79	submitter_245	Transcriptome Profiling	CSV	Isoform Expression Quantification	Total RNA-Seq	ub37od1p9yja.tsv	676760	36b0c4abffcefe0307400dc7bdf376d9				
gene_expression	cancer_commons_program-demo_data_project	95663_clinical_73	submitter_246	Transcriptome Profiling	CSV	Exon Expression Quantification	Total RNA-Seq	cdngr6dbzy3t.tsv	591359	4e069955749d2fdf9523bb60aabdcb3e				
gene_expression	cancer_commons_program-demo_data_project	79077_clinical_15	submitter_247	Transcriptome Profiling	CSV	Gene Expression Quantification	scRNA-Seq	r401l0potmcu.tsv	373981	b87c36cd7515e50baabf29fd055a6597				
gene_expression	cancer_commons_program-demo_data_project	23151_clinical_59	submitter_248	Transcriptome Profiling	TSV	Isoform Expression Quantification	m6A MeRIP-Seq	037hi3ahw458.tsv	184556	52ee82d31721947fc1c3af0beacc77a7				
gene_expression	cancer_commons_program-demo_data_project	97482_clinical_48	submitter_249	Transcriptome Profiling	MEX	Isoform Expression Quantification	m6A MeRIP-Seq	iaui96g8e603.tsv	1007708	9916459712d7bdd72b0b17c38704236e				
gene_expression	cancer_commons_program-demo_data_project	28340_clinical_58	submitter_250	Transcriptome Profiling	TSV	Splice Junction Quantification	m6A MeRIP-Seq	r5zwrypehqya.tsv	683008	2de4f18553a204caa1561acfdabc0116				
gene_expression	cancer_commons_program-demo_data_project	71205_clinical_86	submitter_251	Transcriptome Profiling	TXT	Splice Junction Quantification	RNA-Seq	qtrym307wz23.tsv	408971	d4df8b3fb8dd418e7c67472497757ce4				
gene_expression	cancer_commons_program-demo_data_project	12171_clinical_47	submitter_252	Transcriptome Profiling	TSV	Gene Expression Quantification	RNA-Seq	yy47icxb2c13.tsv	872744	3ae83e238780565ed7e43dd99296c3ec				
gene_expression	cancer_commons_program-demo_data_project	47266_clinical_78	submitter_253	Transcriptome Profiling	CSV	Splice Junction Quantification	RNA-Seq	dz9ujwb141i4.tsv	609542	ca9caab6d60cf9b340498ec034dcd6c5				
gene_expression	cancer_commons_program-demo_data_project	72972_clinical_97	submitter_254	Transcriptome Profiling	MEX	Splice Junction Quantification	scRNA-Seq	fk7iqtljjtxt.tsv	1003365	752a21b739b65cd16a31251d86f45410				
gene_expression	cancer_commons_program-demo_data_project	11327_clinical_40	submitter_255	Transcriptome Profiling	MEX	Exon Expression Quantification	Total RNA-Seq	kuo6vjbyiipt.tsv	913937	d6370fadd4f0e16716dea30288179208				
gene_expression	cancer_commons_program-demo_data_project	16382_clinical_50	submitter_256	Transcriptome Profiling	MEX	Gene Expression Quantification	m6A MeRIP-Seq	s8ek9iu74gy4.tsv	918035	8e6ddc5f5cc7ab5c1845a45d20aa6fb5				
gene_expression	cancer_commons_program-demo_data_project	90999_clinical_47	submitter_257	Transcriptome Profiling	MEX	Gene Expression Quantification	m6A MeRIP-Seq	p761q7uvpgoi.tsv	137135	421fcd287a61089649c93c22e6a83923				
gene_expression	cancer_commons_program-demo_data_project	17277_clinical_87	submitter_258	Transcriptome Profiling	TSV	Splice Junction Quantification	Total RNA-Seq	c7lr9017qzdt.tsv	429624	c1f3ee56d511008a9db20617b63cb83d				
gene_expression	cancer_commons_program-demo_data_project	62380_clinical_72	submitter_259	Transcriptome Profiling	MEX	Splice Junction Quantification	scRNA-Seq	zgeow0kco39p.tsv	278664	f75920f20648f9bc0c83479f311368ce				
gene_expression	cancer_commons_program-demo_data_project	75933_clinical_62	submitter_260	Transcriptome Profiling	HDF5	Splice Junction Quantification	Total RNA-Seq	t4i2sy7t2ww2.tsv	326434	f04b934de519dc297642a7d0b4e42aa6				
gene_expression	cancer_commons_program-demo_data_project	72690_clinical_78	submitter_261	Transcriptome Profiling	HDF5	Splice Junction Quantification	RNA-Seq	dzre7r56cvp0.tsv	903426	d9375408d02b6aedb28f6f3c6d2cadb4				
gene_expression	cancer_commons_program-demo_data_project	29477_clinical_43	submitter_262	Transcriptome Profiling	TSV	Isoform Expression Quantification	m6A MeRIP-Seq	xdb24uj8dnak.tsv	768067	e1fe7897da7604487094e8a5ada53020				
gene_expression	cancer_commons_program-demo_data_project	91087_clinical_15	submitter_263	Transcriptome Profiling	CSV	Isoform Expression Quantification	scRNA-Seq	mr55odhs0kjb.tsv	837735	a548bdaddcbc3877bb6e936f6cad1a98				
gene_expression	cancer_commons_program-demo_data_project	20914_clinical_69	submitter_264	Transcriptome Profiling	CSV	Isoform Expression Quantification	m6A MeRIP-Seq	nw5xoqdk3x8m.tsv	190880	8d534e3e8f097321890c0ab19bdd7772				
gene_expression	cancer_commons_program-demo_data_project	60608_clinical_99	submitter_265	Transcriptome Profiling	CSV	Exon Expression Quantification	scRNA-Seq	ep9u7elfeoqn.tsv	379857	c3f1a7eca2bf041428134edf1603acec				
gene_expression	cancer_commons_program-demo_data_project	32329_clinical_61	submitter_266	Transcriptome Profiling	MEX	Exon Expression Quantification	scRNA-Seq	txaagchmf6ld.tsv	5451	e76d5f51ea1735a32eaf5e8748448f26				
gene_expression	cancer_commons_program-demo_data_project	83522_clinical_84	submitter_267	Transcriptome Profiling	CSV	Splice Junction Quantification	Total RNA-Seq	ce6bv2zfklis.tsv	143091	ad2461c32e1a957b9e291969414d95f4				
gene_expression	cancer_commons_program-demo_data_project	36236_clinical_80	submitter_268	Transcriptome Profiling	TXT	Isoform Expression Quantification	scRNA-Seq	tykkb172rxch.tsv	323094	6c6affc1c5cb487e3a1d858e6e434d63				
gene_expression	cancer_commons_program-demo_data_project	56637_clinical_52	submitter_269	Transcriptome Profiling	CSV	Isoform Expression Quantification	scRNA-Seq	85hwrg81omqa.tsv	648238	5acdd9ff33a129f77c558192a756c894				
gene_expression	cancer_commons_program-demo_data_project	41724_clinical_16	submitter_270	Transcriptome Profiling	TSV	Splice Junction Quantification	Total RNA-Seq	7fr7um9gqk8l.tsv	742177	7b4b00fdc4c1635f7453c2678f83514a				
gene_expression	cancer_commons_program-demo_data_project	52792_clinical_13	submitter_271	Transcriptome Profiling	MEX	Splice Junction Quantification	Total RNA-Seq	8ubvzmgzmkz4.tsv	943256	512edcb142268f82314ea31669beaf96				
gene_expression	cancer_commons_program-demo_data_project	62856_clinical_61	submitter_272	Transcriptome Profiling	TXT	Gene Expression Quantification	m6A MeRIP-Seq	vesjugx7781d.tsv	464107	bd9ea29ea8a3a310f9a6cdd39f141639				
gene_expression	cancer_commons_program-demo_data_project	44649_clinical_49	submitter_273	Transcriptome Profiling	HDF5	Gene Expression Quantification	Total RNA-Seq	9c6x9xajkohc.tsv	1048172	3b9adf1f3ad1a6435cfe6b3a03957fe4				
gene_expression	cancer_commons_program-demo_data_project	16470_clinical_80	submitter_274	Transcriptome Profiling	TSV	Gene Expression Quantification	Total RNA-Seq	jfodq0z5t0ak.tsv	356951	1d2f072bbdf0e5039f444db91e039d95				
gene_expression	cancer_commons_program-demo_data_project	20725_clinical_48	submitter_275	Transcriptome Profiling	CSV	Isoform Expression Quantification	Total RNA-Seq	28kqyiaist9p.tsv	781333	72506e5e2a349db9b05712f361491156				
gene_expression	cancer_commons_program-demo_data_project	39603_clinical_21	submitter_276	Transcriptome Profiling	TSV	Exon Expression Quantification	m6A MeRIP-Seq	ebblpbeek2mw.tsv	505113	64782a1b99069abeb9d948e9d2fc5e1e				
gene_expression	cancer_commons_program-demo_data_project	66439_clinical_13	submitter_277	Transcriptome Profiling	MEX	Isoform Expression Quantification	RNA-Seq	u8ktgtvvuuq4.tsv	919931	d95c9f04202c3845303cc8d2d5ac68d3				
gene_expression	cancer_commons_program-demo_data_project	34996_clinical_26	submitter_278	Transcriptome Profiling	MEX	Gene Expression Quantification	RNA-Seq	u1ht5jmpyy19.tsv	59633	80c9059ea1bd0b81ffdb8c5f8e01bc7d				
gene_expression	cancer_commons_program-demo_data_project	76724_clinical_74	submitter_279	Transcriptome Profiling	TSV	Gene Expression Quantification	m6A MeRIP-Seq	5hzwso4onh55.tsv	478252	2f8beb99e6cc09bf1a21a51cd91d9aaf				
gene_expression	cancer_commons_program-demo_data_project	93490_clinical_71	submitter_280	Transcriptome Profiling	TSV	Exon Expression Quantification	m6A MeRIP-Seq	qlrws6ouu7si.tsv	1016306	02bf3c88cec82a7ca45ff6b3e2e135a0				
gene_expression	cancer_commons_program-demo_data_project	86632_clinical_72	submitter_281	Transcriptome Profiling	CSV	Isoform Expression Quantification	scRNA-Seq	th0d7gai00cy.tsv	55590	9aabf66cfb40f4b798f0a6b79385a380				
gene_expression	cancer_commons_program-demo_data_project	64110_clinical_60	submitter_282	Transcriptome Profiling	MEX	Gene Expression Quantification	scRNA-Seq	pxe3oqgu3yos.tsv	865638	38f584347ba684e252405593f12b8013				
gene_expression	cancer_commons_program-demo_data_project	38274_clinical_15	submitter_283	Transcriptome Profiling	MEX	Gene Expression Quantification	RNA-Seq	411f31pc4k2k.tsv	267982	956434b509189d1abb2f87db149f2ddb				
gene_expression	cancer_commons_program-demo_data_project	16687_clinical_31	submitter_284	Transcriptome Profiling	TXT	Isoform Expression Quantification	scRNA-Seq	amo8xrcl5pmp.tsv	222604	304802915a7fb37ee037105634d61e37				
gene_expression	cancer_commons_program-demo_data_project	39575_clinical_72	submitter_285	Transcriptome Profiling	TSV	Isoform Expression Quantification	scRNA-Seq	92qqkagr2ew9.tsv	273401	10662628c67e226f89825de90f6b8f17				
gene_expression	cancer_commons_program-demo_data_project	19808_clinical_58	submitter_286	Transcriptome Profiling	TXT	Isoform Expression Quantification	m6A MeRIP-Seq	yqbojvvvjnaf.tsv	712146	90d2d73d9c0b73973ce665faf62db729				
gene_expression	cancer_commons_program-demo_data_project	50089_clinical_86	submitter_287	Transcriptome Profiling	CSV	Exon Expression Quantification	Total RNA-Seq	fzcjmw4brcqv.tsv	916240	9ac9d30f7d513583270c3f872f81dead				
gene_expression	cancer_commons_program-demo_data_project	28189_clinical_49	submitter_288	Transcriptome Profiling	CSV	Splice Junction Quantification	Total RNA-Seq	xc7w4j610okq.tsv	253256	fc78a934494b3a39336132f2c8e4f4b6				
gene_expression	cancer_commons_program-demo_data_project	88078_clinical_18	submitter_289	Transcriptome Profiling	TXT	Gene Expression Quantification	RNA-Seq	t20o1go2ss02.tsv	730230	08b45a806527b7a709072b6514eab8a8				
gene_expression	cancer_commons_program-demo_data_project	33933_clinical_43	submitter_290	Transcriptome Profiling	TXT	Isoform Expression Quantification	m6A MeRIP-Seq	mhlsw9l3lh01.tsv	112981	6fb3ddbcf0ca3ee6b912c0faaaf716f0				
gene_expression	cancer_commons_program-demo_data_project	81884_clinical_82	submitter_291	Transcriptome Profiling	TXT	Gene Expression Quantification	RNA-Seq	q9634j2rb0on.tsv	64102	8fee8d45158b8ed9203d46deeff3874c				
gene_expression	cancer_commons_program-demo_data_project	29770_clinical_56	submitter_292	Transcriptome Profiling	MEX	Exon Expression Quantification	RNA-Seq	cmcys5c1of5h.tsv	218183	7b244048c36f6ddcb7871d99dbb99bf2				
gene_expression	cancer_commons_program-demo_data_project	99187_clinical_99	submitter_293	Transcriptome Profiling	MEX	Isoform Expression Quantification	RNA-Seq	w8mtbzi662b5.tsv	740899	7cf460a5eb054fec37fd633e1ea8f0e8				
gene_expression	cancer_commons_program-demo_data_project	67196_clinical_24	submitter_294	Transcriptome Profiling	TSV	Splice Junction Quantification	RNA-Seq	fit4ivjan8mg.tsv	595163	bf8c3c9d10e677ea35c481459300c860				
gene_expression	cancer_commons_program-demo_data_project	85129_clinical_53	submitter_295	Transcriptome Profiling	CSV	Exon Expression Quantification	scRNA-Seq	0584x33hmrbw.tsv	971871	bfafa23e16a05c33859a436503f782f5				
gene_expression	cancer_commons_program-demo_data_project	30851_clinical_48	submitter_296	Transcriptome Profiling	HDF5	Splice Junction Quantification	RNA-Seq	ybhdrw04kkuu.tsv	969535	df6015243a31eaa3c15677573ad62aae				
gene_expression	cancer_commons_program-demo_data_project	57896_clinical_47	submitter_297	Transcriptome Profiling	CSV	Isoform Expression Quantification	scRNA-Seq	3rmghamuulaf.tsv	244852	b9660c1c2ac7fc7d6d87ad818a3fca4a				
gene_expression	cancer_commons_program-demo_data_project	58413_clinical_20	submitter_298	Transcriptome Profiling	HDF5	Exon Expression Quantification	Total RNA-Seq	jkigisd1sjbr.tsv	487764	3551ea24a7ef13b5ca6b789810b7f747				
gene_expression	cancer_commons_program-demo_data_project	11347_clinical_86	submitter_299	Transcriptome Profiling	TXT	Isoform Expression Quantification	scRNA-Seq	4odbje323u97.tsv	978826	373589cfdce37fdf6f7e93eab5c0dc2f				
gene_expression	cancer_commons_program-demo_data_project	77341_clinical_83	submitter_300	Transcriptome Profiling	TSV	Exon Expression Quantification	RNA-Seq	axqr2o2b8wdz.tsv	434224	168afdffe13711f3b6e69915baa77ae3				
gene_expression	cancer_commons_program-demo_data_project	64645_clinical_24	submitter_301	Transcriptome Profiling	TSV	Gene Expression Quantification	m6A MeRIP-Seq	n9fv8h8f68ac.tsv	167353	b7c54900fa9779ed96b124a9aa9db43d				
gene_expression	cancer_commons_program-demo_data_project	39608_clinical_71	submitter_302	Transcriptome Profiling	CSV	Gene Expression Quantification	RNA-Seq	836rqm7v6152.tsv	593996	29926d6bac629c794c22c6b43ddfa575				
gene_expression	cancer_commons_program-demo_data_project	92343_clinical_81	submitter_303	Transcriptome Profiling	TSV	Gene Expression Quantification	m6A MeRIP-Seq	e8j2gahp34eu.tsv	72700	2204c6d0ccfec82e5f8b2f3f3d17c3a2				
gene_expression	cancer_commons_program-demo_data_project	80731_clinical_49	submitter_304	Transcriptome Profiling	TSV	Exon Expression Quantification	Total RNA-Seq	utk1k0errqjq.tsv	433423	36402991b9b1b0aa45d03ab958f50c45				
gene_expression	cancer_commons_program-demo_data_project	28932_clinical_20	submitter_305	Transcriptome Profiling	HDF5	Exon Expression Quantification	scRNA-Seq	s7jmm50clwqs.tsv	418302	9f6e8a78cf8a50841c00b2ab023542eb				
gene_expression	cancer_commons_program-demo_data_project	97913_clinical_60	submitter_306	Transcriptome Profiling	TSV	Gene Expression Quantification	m6A MeRIP-Seq	l98c54gkzy6e.tsv	607635	69e3740852dd7109029f1e3b72e36ad4				
gene_expression	cancer_commons_program-demo_data_project	11410_clinical_57	submitter_307	Transcriptome Profiling	MEX	Isoform Expression Quantification	scRNA-Seq	mdxrzwdye59s.tsv	291377	ec22d9a8b99253ddfa0405e1be830f2a				
gene_expression	cancer_commons_program-demo_data_project	46568_clinical_62	submitter_308	Transcriptome Profiling	MEX	Gene Expression Quantification	scRNA-Seq	5hwsy345jg75.tsv	810742	9e686d4413c35b2040ea302b193eead1				
gene_expression	cancer_commons_program-demo_data_project	73783_clinical_86	submitter_309	Transcriptome Profiling	TSV	Gene Expression Quantification	Total RNA-Seq	10g62gk9r97q.tsv	644199	59a89e45f7f94f80fb4d5e2e569a80d5				
gene_expression	cancer_commons_program-demo_data_project	78466_clinical_65	submitter_310	Transcriptome Profiling	CSV	Splice Junction Quantification	Total RNA-Seq	9z0gv184trfh.tsv	696364	0b4f4b6c7f09fe275e8b9c37ef88d724				
gene_expression	cancer_commons_program-demo_data_project	26882_clinical_11	submitter_311	Transcriptome Profiling	TXT	Splice Junction Quantification	m6A MeRIP-Seq	w68urhsbx4ba.tsv	500070	fe3f909d589a2fb1faa96adbdff90db3				
gene_expression	cancer_commons_program-demo_data_project	50412_clinical_77	submitter_312	Transcriptome Profiling	HDF5	Isoform Expression Quantification	RNA-Seq	rg2fenymxrwz.tsv	876545	4081ff0c53f8db54c2a83db9cb990a33				
gene_expression	cancer_commons_program-demo_data_project	78451_clinical_71	submitter_313	Transcriptome Profiling	MEX	Exon Expression Quantification	Total RNA-Seq	6a0htp9iqus9.tsv	1001815	216a7b7bf6d58991c890daf4a79b7f21				
gene_expression	cancer_commons_program-demo_data_project	60563_clinical_88	submitter_314	Transcriptome Profiling	MEX	Isoform Expression Quantification	scRNA-Seq	49fd8jjh9c2m.tsv	84360	90f90ba4233ead2afd976acabd4a02d6				
gene_expression	cancer_commons_program-demo_data_project	43731_clinical_52	submitter_315	Transcriptome Profiling	TXT	Exon Expression Quantification	RNA-Seq	fn5zmdndb1o5.tsv	427613	a89bc38f43b7032d8e611b162d5bb732				
gene_expression	cancer_commons_program-demo_data_project	55319_clinical_33	submitter_316	Transcriptome Profiling	CSV	Gene Expression Quantification	Total RNA-Seq	39zcbd97i9v3.tsv	239888	0ec919cbb3f5f62791c12c249fe6b772				
gene_expression	cancer_commons_program-demo_data_project	34124_clinical_35	submitter_317	Transcriptome Profiling	TXT	Splice Junction Quantification	scRNA-Seq	shykgh9z84x9.tsv	810708	2ec37e778c0497ba8882b55f21e4e99e				
gene_expression	cancer_commons_program-demo_data_project	85591_clinical_19	submitter_318	Transcriptome Profiling	TSV	Splice Junction Quantification	RNA-Seq	1e80mapn3pjz.tsv	960978	448ccf98a48b1963ab234f5d7d5b6b20				
gene_expression	cancer_commons_program-demo_data_project	20520_clinical_97	submitter_319	Transcriptome Profiling	HDF5	Splice Junction Quantification	scRNA-Seq	srxihnznvhuw.tsv	806931	94c615db169c117ee85941ccec060ce6				
gene_expression	cancer_commons_program-demo_data_project	68801_clinical_64	submitter_320	Transcriptome Profiling	TSV	Isoform Expression Quantification	RNA-Seq	qeha47pk2yey.tsv	624062	bdf740556a2846e933606ed0d4ed0933				
gene_expression	cancer_commons_program-demo_data_project	44029_clinical_10	submitter_321	Transcriptome Profiling	MEX	Isoform Expression Quantification	scRNA-Seq	c9483pwcziio.tsv	993230	5802336df6d1235793d4c79b5ce6edd0				
gene_expression	cancer_commons_program-demo_data_project	20940_clinical_82	submitter_322	Transcriptome Profiling	TSV	Gene Expression Quantification	scRNA-Seq	i5fg4l7xcbyg.tsv	960737	d3cd5fe1a3e8c15879fa88eb0034d7af				
gene_expression	cancer_commons_program-demo_data_project	26910_clinical_40	submitter_323	Transcriptome Profiling	TXT	Isoform Expression Quantification	RNA-Seq	x4u8k768ju70.tsv	710355	dfdb36f10aa6b186c5c34580905e97dc				
gene_expression	cancer_commons_program-demo_data_project	46027_clinical_83	submitter_324	Transcriptome Profiling	HDF5	Splice Junction Quantification	RNA-Seq	r1gxue72qhji.tsv	933569	47c647f21707a88e8a4ff6178307fcbe				
gene_expression	cancer_commons_program-demo_data_project	41025_clinical_72	submitter_325	Transcriptome Profiling	CSV	Gene Expression Quantification	scRNA-Seq	dr3wgrt942pj.tsv	668790	ac836b96020a6a9457af932ca6d62a46				
gene_expression	cancer_commons_program-demo_data_project	74959_clinical_79	submitter_326	Transcriptome Profiling	CSV	Exon Expression Quantification	m6A MeRIP-Seq	44gjpc7yjq0v.tsv	70449	302a59b9b7824b84adf24085ab858fed				
gene_expression	cancer_commons_program-demo_data_project	81957_clinical_23	submitter_327	Transcriptome Profiling	CSV	Isoform Expression Quantification	RNA-Seq	o8ettxa3que8.tsv	316748	408dc1d1f912d78e30694127b3279479				
gene_expression	cancer_commons_program-demo_data_project	60712_clinical_22	submitter_328	Transcriptome Profiling	MEX	Splice Junction Quantification	Total RNA-Seq	9vws32sfvelr.tsv	117800	8a9aabb53736b50ff6b1acc3ab4b590b				
gene_expression	cancer_commons_program-demo_data_project	60122_clinical_35	submitter_329	Transcriptome Profiling	TSV	Splice Junction Quantification	scRNA-Seq	8nmp3hrhjb6d.tsv	735299	828547a97c8a2b78f0d6b1642c138791				
gene_expression	cancer_commons_program-demo_data_project	79119_clinical_12	submitter_330	Transcriptome Profiling	TXT	Isoform Expression Quantification	Total RNA-Seq	2fwi6upe6nef.tsv	86754	e1f774e1800a8022b467070a897aa5d4				
gene_expression	cancer_commons_program-demo_data_project	21505_clinical_26	submitter_331	Transcriptome Profiling	MEX	Exon Expression Quantification	RNA-Seq	mcllwidcbbem.tsv	93925	15f9d4498c93c3c1b78a814a828cabf0				
gene_expression	cancer_commons_program-demo_data_project	56835_clinical_48	submitter_332	Transcriptome Profiling	CSV	Exon Expression Quantification	m6A MeRIP-Seq	rx4rytc9mnu9.tsv	134507	abd12f195d0aebddf8d7a8e3b595e555				
gene_expression	cancer_commons_program-demo_data_project	96619_clinical_80	submitter_333	Transcriptome Profiling	HDF5	Splice Junction Quantification	m6A MeRIP-Seq	zixreo1jmx0n.tsv	833014	cd82b3e1a3a681535f684257669de58a				
gene_expression	cancer_commons_program-demo_data_project	10096_clinical_39	submitter_334	Transcriptome Profiling	CSV	Isoform Expression Quantification	m6A MeRIP-Seq	558slk8s2cmp.tsv	251911	4ed005bc5adf36480555bd977ae0a1a3				
gene_expression	cancer_commons_program-demo_data_project	63122_clinical_11	submitter_335	Transcriptome Profiling	HDF5	Gene Expression Quantification	m6A MeRIP-Seq	qbugwnn7x0dd.tsv	959486	cf82f97a8e43c1c9d4cfaded984d1314				
gene_expression	cancer_commons_program-demo_data_project	30120_clinical_99	submitter_336	Transcriptome Profiling	TSV	Isoform Expression Quantification	m6A MeRIP-Seq	2dk85o321s82.tsv	855261	f813f506e8e0cba30d7e0b46228029b5				
gene_expression	cancer_commons_program-demo_data_project	97718_clinical_21	submitter_337	Transcriptome Profiling	TXT	Splice Junction Quantification	m6A MeRIP-Seq	o9f5fk9lml5n.tsv	764590	9826fe92e35c92ad752bd387b3ac094a				
gene_expression	cancer_commons_program-demo_data_project	41359_clinical_20	submitter_338	Transcriptome Profiling	TSV	Splice Junction Quantification	m6A MeRIP-Seq	0is7950alobh.tsv	93463	18276e5d03b0bc891ebb1a83770be696				
gene_expression	cancer_commons_program-demo_data_project	10751_clinical_80	submitter_339	Transcriptome Profiling	TSV	Isoform Expression Quantification	RNA-Seq	jc4lbme2f49c.tsv	647988	205b91ca61ca98f0bd69683d552f2686				
gene_expression	cancer_commons_program-demo_data_project	92690_clinical_61	submitter_340	Transcriptome Profiling	HDF5	Gene Expression Quantification	Total RNA-Seq	87mbpxwgvruv.tsv	512658	7ce26177794b716e1c9164db84a96d8c				
gene_expression	cancer_commons_program-demo_data_project	99886_clinical_88	submitter_341	Transcriptome Profiling	MEX	Gene Expression Quantification	RNA-Seq	r1pb9n19kbfv.tsv	546736	c0c3a50f29530a1495a9950aa29cdbe9				
gene_expression	cancer_commons_program-demo_data_project	38769_clinical_88	submitter_342	Transcriptome Profiling	TXT	Isoform Expression Quantification	RNA-Seq	1247gog8jz9k.tsv	540900	70348054c94875cb4645691a5797fa3e				
